,Target ID,Plate ID,MJD,OBSVHELIO (km/s),OBSVREL Error (km/s)
177989,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58032,-66.12302,0.008093451
177990,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58054,-66.596405,0.006457856
177991,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58063,-66.781006,0.0048532235
177992,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58068,-66.907936,0.0055555766
177993,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58085,-67.08483,0.0062313476
177994,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58087,-67.12135,0.0056774286
177995,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58114,-67.483536,0.012345005
177996,apo25m.5226.150-08-RV.2M03323354+4707358,9290,58143,-67.72753,0.006076088
178019,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57706,-63.033928,0.05307917
178020,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57732,-63.113094,0.03628835
178021,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57734,-63.023094,0.041104015
178022,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57735,-62.992073,0.050458163
178023,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57760,-63.17514,0.050001733
178024,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57788,-63.31797,0.09261279
178025,apo25m.5226.150-08-RV.2M03323426+4539131,9290,57789,-63.02956,0.042297367
178026,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58006,-62.81308,0.041201707
178027,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58032,-62.699356,0.06896543
178028,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58054,-63.049915,0.0336083
178029,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58063,-62.753777,0.034123987
178030,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58068,-62.966873,0.036328573
178031,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58085,-63.07946,0.042130068
178032,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58087,-63.088875,0.037771326
178033,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58114,-63.18076,0.07960234
178034,apo25m.5226.150-08-RV.2M03323426+4539131,9290,58143,-62.999435,0.036987975
178113,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57706,47.957478,0.0100741
178114,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57732,47.745464,0.008050286
178115,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57734,47.702736,0.009376926
178116,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57735,47.72346,0.010492931
178117,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57760,47.42209,0.009835479
178118,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57788,47.094803,0.017372448
178119,apo25m.5226.150-08-RV.2M03323778+4716306,9290,57789,47.148285,0.008163929
178120,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58006,44.63868,0.008421888
178121,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58032,44.47496,0.011773954
178122,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58054,44.302956,0.009144555
178123,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58063,44.292862,0.0069783824
178124,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58068,44.377453,0.0080226185
178125,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58085,44.081097,0.008900776
178126,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58087,44.125923,0.008002418
178127,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58114,43.941097,0.01770054
178128,apo25m.5226.150-08-RV.2M03323778+4716306,9290,58143,43.499275,0.0074878256
178211,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57706,-47.879314,0.037683014
178212,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57732,-48.850685,0.028368087
178213,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57734,-48.891335,0.032316305
178214,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57735,-49.003418,0.03868761
178215,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57760,-49.86889,0.03563209
178216,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57788,-50.979034,0.07183887
178217,apo25m.5226.150-08-RV.2M03324011+4535317,9290,57789,-51.25518,0.031785164
178218,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58006,-47.07772,0.032090906
178219,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58032,-46.931763,0.05189354
178220,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58054,-46.98459,0.02842315
178221,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58063,-47.163055,0.025146488
178222,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58068,-47.253872,0.02776684
178223,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58085,-47.86551,0.030996576
178224,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58087,-47.76161,0.02832558
178225,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58114,-48.760525,0.060297776
178226,apo25m.5226.150-08-RV.2M03324011+4535317,9290,58143,-49.691,0.023863852
178241,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57706,-12.077289,1.9694369
178242,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57732,16.598509,1.410635
178243,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57734,-7.9920006,1.341898
178244,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57735,-0.17243099,2.0288334
178245,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57760,-22.218618,1.6314251
178246,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57788,-20.619865,3.8270168
178247,apo25m.5226.150-08-RV.2M03324059+4533286,9290,57789,-8.905565,1.3819916
178248,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58006,-3.408266,1.9045266
178249,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58032,-6.4600887,2.312177
178250,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58054,-10.145362,1.29613
178251,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58063,-8.635104,1.1896954
178252,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58068,-2.8696551,1.5764881
178253,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58085,-5.2776365,1.8321604
178254,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58087,-6.633116,1.3429842
178255,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58114,1.1626596,4.2425423
178256,apo25m.5226.150-08-RV.2M03324059+4533286,9290,58143,-10.5321665,1.5869888
178342,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57706,-75.74275,0.020561429
178343,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57732,-75.68991,0.01517948
178344,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57734,-75.72856,0.017333912
178345,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57735,-75.76369,0.020584585
178346,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57760,-75.48448,0.02149274
178347,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57788,-75.75549,0.040604178
178348,apo25m.5226.150-08-RV.2M03324423+4539432,9290,57789,-75.683075,0.016996235
178349,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58006,-75.70036,0.017178653
178350,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58032,-75.82251,0.030107893
178351,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58054,-75.73906,0.016731413
178352,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58063,-75.74431,0.014061693
178353,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58068,-75.76092,0.016001757
178354,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58085,-75.83779,0.017876038
178355,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58087,-75.73453,0.016451739
178356,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58114,-75.633484,0.03533432
178357,apo25m.5226.150-08-RV.2M03324423+4539432,9290,58143,-75.65077,0.0141949905
178366,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57706,-62.72982,0.0018948455
178367,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57732,-62.0976,0.0015456296
178368,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57734,-62.111015,0.0018055518
178369,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57735,-62.078854,0.0020627698
178370,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57760,-60.628372,0.0021826178
178371,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57788,-59.718845,0.0037000722
178372,apo25m.5226.150-08-RV.2M03324489+4623388,9290,57789,-59.529022,0.0017777553
178373,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58006,-68.48711,0.0018451834
178374,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58032,-69.741936,0.0022802884
178375,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58054,-70.891266,0.0018463227
178376,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58063,-70.97923,0.0014082753
178377,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58068,-71.387985,0.0016466734
178378,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58085,-71.647125,0.0017862649
178379,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58087,-71.57327,0.0016628451
178380,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58114,-72.55745,0.0032457716
178381,apo25m.5226.150-08-RV.2M03324489+4623388,9290,58143,-72.333145,0.0015868233
178483,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57706,-24.167229,0.012231904
178484,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57732,-24.255245,0.009295459
178485,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57734,-24.231,0.0111301355
178486,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57735,-24.305355,0.012465051
178487,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57760,-24.145483,0.01161514
178488,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57788,-24.152094,0.023758475
178489,apo25m.5226.150-08-RV.2M03324799+4454505,9290,57789,-24.123198,0.011112569
178490,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58006,-23.43543,0.010045403
178491,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58032,-23.779743,0.016037881
178492,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58054,-23.842976,0.010415683
178493,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58063,-23.837437,0.008933174
178494,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58068,-23.887428,0.010032125
178495,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58085,-24.027712,0.01059559
178496,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58087,-23.964674,0.01000357
178497,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58114,-24.251244,0.020974763
178498,apo25m.5226.150-08-RV.2M03324799+4454505,9290,58143,-24.024805,0.009987585
178584,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57706,-34.603035,0.010565747
178585,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57732,-34.556423,0.010234882
178586,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57734,-34.642857,0.010956628
178587,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57735,-34.58414,0.012258488
178588,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57760,-34.467777,0.009219288
178589,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57788,-34.589622,0.019923227
178590,apo25m.5226.150-08-RV.2M03325366+4734029,9290,57789,-34.510803,0.00947923
178591,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58006,-34.60324,0.009091215
178592,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58032,-34.572548,0.010844711
178593,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58054,-34.61407,0.0077093556
178594,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58063,-34.625965,0.007039899
178595,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58068,-34.693684,0.008275535
178596,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58085,-34.68487,0.008895398
178597,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58087,-34.50611,0.008335263
178598,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58114,-34.462738,0.01907095
178599,apo25m.5226.150-08-RV.2M03325366+4734029,9290,58143,-34.52944,0.0071840943
178653,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57706,8.604685,1.1116964
178654,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57732,1.6024585,1.4348189
178655,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57734,-2.6981535,1.010678
178656,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57735,-1.7237043,1.2496748
178657,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57760,-5.9534216,1.4859527
178658,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57788,-20.919498,3.006878
178659,apo25m.5226.150-08-RV.2M03325400+4641080,9290,57789,-17.512794,1.0773572
178660,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58006,20.452843,1.519966
178661,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58032,-21.582338,1.76004
178662,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58054,-2.5387573,1.0309168
178663,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58063,6.099715,0.84232324
178664,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58068,-5.256616,1.4149525
178665,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58085,0.9531977,1.1150054
178666,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58087,-2.497605,1.3762558
178667,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58114,-17.522554,3.9767087
178668,apo25m.5226.150-08-RV.2M03325400+4641080,9290,58143,-6.0298023,1.157603
178777,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57706,-87.65703,0.009567042
178778,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57732,-87.62721,0.0073345536
178779,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57734,-87.60367,0.00863467
178780,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57735,-87.74549,0.010145955
178781,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57760,-87.28841,0.010328302
178782,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57788,-87.62307,0.018709484
178783,apo25m.5226.150-08-RV.2M03325836+4514512,9290,57789,-87.54549,0.008542071
178784,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58006,-87.57475,0.009372237
178785,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58032,-87.77554,0.011314152
178786,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58054,-87.69526,0.011183928
178787,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58063,-87.78348,0.008180698
178788,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58068,-87.82861,0.009334099
178789,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58085,-87.74863,0.010630549
178790,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58087,-87.75609,0.009545716
178791,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58114,-87.81887,0.020872852
178792,apo25m.5226.150-08-RV.2M03325836+4514512,9290,58143,-87.45681,0.007282342
178884,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57706,-21.518604,1.5436789
178885,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57732,-29.596453,1.1904798
178886,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57734,-13.007792,1.3683742
178887,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57735,-32.35495,1.6105448
178888,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57760,-46.38938,1.7027301
178889,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57788,-49.24913,2.6684127
178890,apo25m.5226.150-08-RV.2M03330319+4541235,9290,57789,-21.82815,1.443005
178891,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58006,-13.841059,1.2713532
178892,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58032,-50.646236,1.6869472
178893,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58054,-35.15783,1.2745423
178894,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58063,-18.851328,1.0481181
178895,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58068,-33.58599,0.9598104
178896,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58085,-44.321697,1.1016783
178897,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58087,-51.03168,1.2676667
178898,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58114,-16.591938,3.014946
178899,apo25m.5226.150-08-RV.2M03330319+4541235,9290,58143,-12.048136,1.2407771
178921,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57706,-31.918571,0.004231878
178922,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57732,-31.835653,0.003535596
178923,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57734,-31.753775,0.0040170862
178924,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57735,-31.845373,0.0044814013
178925,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57760,-31.767754,0.0042
178926,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57788,-31.925953,0.008442736
178927,apo25m.5226.150-08-RV.2M03330361+4622464,9290,57789,-31.939304,0.0040962896
178928,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58006,-32.315376,0.004356827
178929,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58032,-31.949781,0.005178826
178930,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58054,-31.987026,0.0032945958
178931,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58063,-31.763592,0.0029467526
178932,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58068,-31.912003,0.003367765
178933,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58085,-31.917091,0.0036947834
178934,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58087,-31.762732,0.0033827294
178935,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58114,-31.776913,0.0067693014
178936,apo25m.5226.150-08-RV.2M03330361+4622464,9290,58143,-31.790327,0.0032082812
178953,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57706,-55.050953,0.075738885
178954,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57732,-55.340595,0.07869905
178955,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57734,-55.07196,0.084700234
178956,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57735,-54.98447,0.09968584
178957,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57760,-55.040474,0.078473486
178958,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57788,-55.03872,0.17356485
178959,apo25m.5226.150-08-RV.2M03330449+4732443,9290,57789,-55.09553,0.07719653
178960,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58006,-54.372974,0.076736234
178961,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58032,-54.754913,0.076411046
178962,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58054,-54.859226,0.06418261
178963,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58063,-54.91833,0.053562216
178964,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58068,-54.737785,0.058315095
178965,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58085,-56.091194,0.064767055
178966,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58087,-56.391388,0.058919273
178967,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58114,-55.41077,0.14723112
178968,apo25m.5226.150-08-RV.2M03330449+4732443,9290,58143,-55.322838,0.05769139
178975,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57706,-62.450653,0.008139329
178976,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57732,-73.34255,0.006089709
178977,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57734,-73.58782,0.0070498604
178978,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57735,-73.74356,0.0082014715
178979,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57760,-67.523926,0.008208328
178980,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57788,-54.16221,0.013509462
178981,apo25m.5226.150-08-RV.2M03330455+4645500,9290,57789,-53.942547,0.0064106635
178982,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58006,-54.14702,0.006873698
178983,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58032,-60.213375,0.008627901
178984,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58054,-71.26885,0.0061661215
178985,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58063,-73.34569,0.0052857525
178986,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58068,-73.73139,0.005974371
178987,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58085,-69.91353,0.006683581
178988,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58087,-68.9769,0.0061312695
178989,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58114,-54.90783,0.012823374
178990,apo25m.5226.150-08-RV.2M03330455+4645500,9290,58143,-60.669365,0.0059986254
179122,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57706,20.187063,0.84783673
179123,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57732,17.550167,0.6701027
179124,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57734,2.356844,0.77445537
179125,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57735,4.6233416,0.8909682
179126,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57760,16.807333,0.9931684
179127,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57788,7.284973,1.6785744
179128,apo25m.5226.150-08-RV.2M03331168+4604257,9290,57789,18.15517,0.75954825
179129,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58006,13.1101055,0.7809373
179130,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58032,-26.816109,1.1582
179131,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58054,25.005037,0.771524
179132,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58063,8.168626,0.6112418
179133,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58068,22.93719,0.75037473
179134,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58085,25.372986,0.84534764
179135,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58087,19.104343,0.7926155
179136,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58114,14.387589,1.5792125
179137,apo25m.5226.150-08-RV.2M03331168+4604257,9290,58143,3.8117142,0.66316587
179217,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57706,-16.598328,0.0079022935
179218,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57732,-16.577559,0.005711625
179219,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57734,-16.647137,0.0065474585
179220,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57735,-16.696886,0.0074980566
179221,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57760,-16.491713,0.007704273
179222,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57788,-16.781958,0.014207908
179223,apo25m.5226.150-08-RV.2M03331507+4534200,9290,57789,-16.802021,0.0065155383
179224,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58006,-16.49655,0.008095518
179225,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58032,-16.444626,0.012581232
179226,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58054,-16.552635,0.005967726
179227,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58063,-16.548923,0.005570413
179228,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58068,-16.571434,0.0063873557
179229,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58085,-16.59086,0.007179741
179230,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58087,-16.547558,0.0065574865
179231,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58114,-16.690493,0.013455255
179232,apo25m.5226.150-08-RV.2M03331507+4534200,9290,58143,-16.4537,0.005678106
179408,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57706,-0.7604871,0.70552105
179409,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57732,0.60660267,0.49616337
179410,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57734,3.0472393,0.6670256
179411,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57735,-6.153488,0.63363147
179412,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57760,-12.813196,0.62947714
179413,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57788,-23.352497,1.3405952
179414,apo25m.5226.150-08-RV.2M03332225+4725193,9290,57789,-3.290598,0.57737935
179415,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58006,-3.9478054,0.6848184
179416,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58032,-0.18465996,0.7757708
179417,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58054,-20.518326,0.8701103
179418,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58063,1.2305307,0.6859601
179419,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58068,-5.164158,0.6604959
179420,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58085,-4.698448,0.8034818
179421,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58087,1.0902956,0.7490698
179422,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58114,-38.664597,1.0810969
179423,apo25m.5226.150-08-RV.2M03332225+4725193,9290,58143,-17.16053,0.5124143
179578,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57706,-38.158295,0.023528583
179579,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57732,-38.211777,0.020666935
179580,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57734,-38.136093,0.022904897
179581,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57735,-38.20918,0.029011164
179582,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57760,-38.008636,0.024332875
179583,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57788,-38.214653,0.04667854
179584,apo25m.5226.150-08-RV.2M03332941+4629060,9290,57789,-38.202225,0.019814989
179585,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58006,-38.142616,0.020907605
179586,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58032,-37.989723,0.030441513
179587,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58054,-38.08941,0.022656953
179588,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58063,-38.06053,0.017382141
179589,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58068,-38.04167,0.018905234
179590,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58085,-38.08676,0.021599557
179591,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58087,-38.059162,0.018842787
179592,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58114,-38.202255,0.044948805
179593,apo25m.5226.150-08-RV.2M03332941+4629060,9290,58143,-38.008003,0.016411116
179734,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57706,-6.969971,0.030063031
179735,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57732,-6.8452053,0.020807484
179736,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57734,-6.836526,0.024286408
179737,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57735,-6.911227,0.028872753
179738,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57760,-6.6970444,0.026436828
179739,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57788,-6.86108,0.053572077
179740,apo25m.5226.150-08-RV.2M03333559+4504351,9290,57789,-6.7570744,0.023952553
