,Target ID,Plate ID,MJD,OBSVHELIO (km/s),OBSVREL Error (km/s)
173659,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58032,-42.902916,2.9250438
173660,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58054,-5.3491287,1.161958
173661,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58063,-19.545795,1.3225901
173662,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58068,-21.118126,1.4992675
173663,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58085,-28.26672,1.6704682
173664,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58087,-24.278679,1.34358
173665,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58114,-38.979774,3.1962097
173666,apo25m.5226.150-08-RV.2M03302753+4708196,9290,58143,-7.2332764,1.2828454
173723,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57706,-6.4099236,1.3222364
173724,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57732,-4.960822,1.0293661
173725,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57734,-5.0424776,1.1637702
173726,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57735,-9.288305,1.5956023
173727,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57760,-12.106311,1.153725
173728,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57788,2.8752537,2.5984125
173729,apo25m.5226.150-08-RV.2M03302967+4715089,9290,57789,-3.95335,1.2383533
173730,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58006,-14.031145,1.5314095
173731,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58032,-2.202299,1.3726315
173732,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58054,-5.9901485,2.0471537
173733,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58063,-8.966324,0.9593285
173734,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58068,0.34627438,0.90039074
173735,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58085,-1.7820054,0.9407872
173736,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58087,-9.154121,0.6124013
173737,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58114,-19.684303,2.322254
173738,apo25m.5226.150-08-RV.2M03302967+4715089,9290,58143,-4.952301,0.8307691
173803,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57706,0.4000454,1.003153
173804,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57732,-19.061579,0.9996499
173805,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57734,-21.819035,1.1989942
173806,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57735,-20.419645,1.6200407
173807,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57760,-11.064558,1.3934845
173808,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57788,-24.393785,2.5240655
173809,apo25m.5226.150-08-RV.2M03303128+4559542,9290,57789,-24.965395,1.1823105
173810,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58006,-3.2760715,1.5901085
173811,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58032,-10.8076515,2.062207
173812,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58054,-10.967815,0.9004293
173813,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58063,-11.413022,1.0049198
173814,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58068,-16.693336,1.0445814
173815,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58085,-12.074194,1.0124424
173816,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58087,-4.2560196,0.89528894
173817,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58114,-22.303146,2.3963923
173818,apo25m.5226.150-08-RV.2M03303128+4559542,9290,58143,20.871874,0.993278
173851,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57706,-62.80172,0.009879896
173852,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57732,-62.840866,0.007517279
173853,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57734,-62.832916,0.008621733
173854,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57735,-62.92671,0.0103457365
173855,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57760,-62.861122,0.011414741
173856,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57788,-62.99433,0.017745778
173857,apo25m.5226.150-08-RV.2M03303222+4644078,9290,57789,-63.008987,0.00804732
173858,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58006,-62.88902,0.008006528
173859,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58032,-62.67277,0.012030164
173860,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58054,-62.869354,0.007840619
173861,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58063,-62.757538,0.006829457
173862,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58068,-62.83136,0.007921777
173863,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58085,-62.905678,0.008538732
173864,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58087,-62.831646,0.0077708457
173865,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58114,-62.87974,0.015826505
173866,apo25m.5226.150-08-RV.2M03303222+4644078,9290,58143,-62.690407,0.00817761
173953,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57706,-33.87992,0.008430147
173954,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57732,-33.97829,0.008450416
173955,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57734,-33.855507,0.00937162
173956,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57735,-33.92246,0.011222965
173957,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57760,-33.781494,0.008776598
173958,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57788,-33.91157,0.014922403
173959,apo25m.5226.150-08-RV.2M03303457+4650162,9290,57789,-33.862076,0.0067606643
173960,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58006,-33.9096,0.007879673
173961,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58032,-33.88372,0.010006875
173962,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58054,-34.003826,0.006712966
173963,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58063,-33.908787,0.005986337
173964,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58068,-33.95422,0.006903518
173965,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58085,-33.96963,0.007535658
173966,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58087,-33.913082,0.006930834
173967,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58114,-33.86328,0.012688652
173968,apo25m.5226.150-08-RV.2M03303457+4650162,9290,58143,-33.82071,0.006294371
174091,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57706,69.32851,0.018086955
174092,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57732,69.22584,0.018861879
174093,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57734,69.23186,0.021089554
174094,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57735,69.20752,0.02728828
174095,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57760,69.36665,0.017131476
174096,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57788,69.11006,0.03185065
174097,apo25m.5226.150-08-RV.2M03303764+4658476,9290,57789,69.266205,0.013770022
174098,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58006,69.291336,0.015743248
174099,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58032,69.344635,0.02072613
174100,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58054,69.230255,0.014080141
174101,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58063,69.468094,0.011976086
174102,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58068,69.42658,0.013783124
174103,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58085,69.2927,0.014987817
174104,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58087,69.42452,0.013844176
174105,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58114,69.160675,0.0285055
174106,apo25m.5226.150-08-RV.2M03303764+4658476,9290,58143,69.40787,0.0130453305
174311,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57706,9.120014,0.0067665996
174312,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57732,8.951031,0.00552889
174313,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57734,8.966333,0.0062068496
174314,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57735,8.963002,0.007327608
174315,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57760,9.227322,0.007634054
174316,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57788,9.033377,0.012234808
174317,apo25m.5226.150-08-RV.2M03304275+4604156,9290,57789,9.123619,0.0059585613
174318,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58006,9.406157,0.006317993
174319,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58032,9.490347,0.010279265
174320,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58054,9.156953,0.005746067
174321,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58063,9.034973,0.0053512733
174322,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58068,9.052368,0.00603848
174323,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58085,9.035601,0.0065060565
174324,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58087,9.118568,0.0060566585
174325,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58114,9.0139675,0.012245226
174326,apo25m.5226.150-08-RV.2M03304275+4604156,9290,58143,9.360416,0.00594082
174412,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57706,10.372824,0.031393643
174413,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57732,10.400592,0.023350544
174414,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57734,10.3937645,0.026589314
174415,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57735,10.462489,0.033825886
174416,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57760,10.43927,0.032853123
174417,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57788,10.13117,0.06547032
174418,apo25m.5226.150-08-RV.2M03304566+4709062,9290,57789,10.335127,0.028815761
174419,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58006,10.511611,0.026397496
174420,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58032,10.266743,0.041390065
174421,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58054,10.379784,0.027309543
174422,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58063,10.42471,0.02121701
174423,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58068,10.473759,0.023607621
174424,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58085,10.303678,0.026107024
174425,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58087,10.298817,0.02356528
174426,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58114,10.481804,0.052812207
174427,apo25m.5226.150-08-RV.2M03304566+4709062,9290,58143,10.333305,0.02775129
174657,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57706,-7.621839,0.0059209857
174658,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57732,-17.11877,0.0049116444
174659,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57734,-18.06046,0.0056974925
174660,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57735,-18.723337,0.0063570174
174661,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57760,-33.12287,0.00701532
174662,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57788,-37.617073,0.011428026
174663,apo25m.5226.150-08-RV.2M03305263+4547180,9290,57789,-37.10722,0.005470627
174664,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58006,-10.466242,0.005899375
174665,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58032,-24.384024,0.0073302537
174666,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58054,-36.514782,0.0055855555
174667,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58063,-38.628914,0.004785323
174668,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58068,-38.823284,0.0053002313
174669,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58085,-33.658268,0.006022493
174670,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58087,-32.638447,0.0054640174
174671,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58114,-15.063461,0.011171632
174672,apo25m.5226.150-08-RV.2M03305263+4547180,9290,58143,-8.7806425,0.005066684
174793,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57706,-62.070267,0.0052969796
174794,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57732,-62.135628,0.004316223
174795,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57734,-62.068512,0.0050090677
174796,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57735,-62.10643,0.0057433816
174797,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57760,-61.927464,0.0060354914
174798,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57788,-62.1922,0.009790034
174799,apo25m.5226.150-08-RV.2M03305881+4551425,9290,57789,-62.08533,0.0049611945
174800,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58006,-62.035088,0.005005609
174801,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58032,-62.25802,0.007884338
174802,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58054,-62.241314,0.004465289
174803,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58063,-62.34347,0.0038965063
174804,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58068,-62.511616,0.0044653374
174805,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58085,-62.382572,0.0049883625
174806,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58087,-62.298233,0.0046317833
174807,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58114,-62.446568,0.008981325
174808,apo25m.5226.150-08-RV.2M03305881+4551425,9290,58143,-62.241875,0.004086835
175025,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57706,-46.551476,0.03963805
175026,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57732,-46.45487,0.028591553
175027,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57734,-46.433624,0.031621225
175028,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57735,-46.31402,0.040448546
175029,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57760,-46.433727,0.0406835
175030,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57788,-46.769966,0.07546498
175031,apo25m.5226.150-08-RV.2M03310494+4643504,9290,57789,-46.4936,0.030666057
175032,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58006,-46.206284,0.03147132
175033,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58032,-46.088135,0.038767207
175034,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58054,-46.28216,0.027417377
175035,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58063,-46.273094,0.025571872
175036,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58068,-46.335876,0.029111063
175037,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58085,-46.31579,0.03289549
175038,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58087,-46.306824,0.029274892
175039,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58114,-46.750053,0.068458095
175040,apo25m.5226.150-08-RV.2M03310494+4643504,9290,58143,-46.65085,0.027423225
175076,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57706,-34.13441,0.01547097
175077,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57732,-34.200005,0.012315865
175078,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57734,-34.164192,0.014377073
175079,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57735,-34.186893,0.016166018
175080,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57760,-33.996094,0.015938763
175081,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57788,-34.24592,0.028942509
175082,apo25m.5226.150-08-RV.2M03310665+4511445,9290,57789,-34.06149,0.013734919
175083,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58006,-33.931824,0.016554208
175084,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58032,-34.087486,0.01907397
175085,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58054,-34.081524,0.013163878
175086,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58063,-34.160866,0.01233411
175087,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58068,-34.188606,0.013077578
175088,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58085,-34.172047,0.015788078
175089,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58087,-34.12637,0.013660744
175090,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58114,-34.238297,0.023895172
175091,apo25m.5226.150-08-RV.2M03310665+4511445,9290,58143,-34.088818,0.013267085
175231,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57706,-0.20356512,0.006857391
175232,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57732,-0.16565514,0.005621859
175233,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57734,-0.14557076,0.0062351297
175234,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57735,-0.07839775,0.0071059708
175235,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57760,-0.04732704,0.0073746094
175236,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57788,-0.16209984,0.012072644
175237,apo25m.5226.150-08-RV.2M03311296+4605172,9290,57789,0.18318939,0.006396156
175238,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58006,-0.05898285,0.0060486197
175239,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58032,-0.22242737,0.010402986
175240,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58054,0.0058259964,0.0055762725
175241,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58063,-0.18775845,0.0053563816
175242,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58068,-0.09589672,0.0060197082
175243,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58085,-0.11258364,0.0064972006
175244,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58087,-0.01402688,0.0060581537
175245,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58114,-0.1915741,0.012736638
175246,apo25m.5226.150-08-RV.2M03311296+4605172,9290,58143,0.12443352,0.005796607
175347,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57706,3.3407006,0.006432692
175348,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57732,3.2039032,0.0047426485
175349,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57734,3.2245445,0.005439032
175350,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57735,3.1951694,0.005712176
175351,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57760,3.4573135,0.0069211475
175352,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57788,3.2679539,0.010153851
175353,apo25m.5226.150-08-RV.2M03311635+4455374,9290,57789,3.3248234,0.005172974
175354,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58006,3.6003628,0.0054585603
175355,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58032,3.3166084,0.0069754547
175356,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58054,3.4099188,0.0050498033
175357,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58063,3.4860325,0.0049270773
175358,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58068,3.3093517,0.005481149
175359,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58085,3.3357913,0.0058480217
175360,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58087,3.3437543,0.005492957
175361,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58114,3.3026142,0.011165142
175362,apo25m.5226.150-08-RV.2M03311635+4455374,9290,58143,3.453827,0.0053773853
175410,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57706,-28.93729,0.022218348
175411,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57732,-28.942932,0.017960891
175412,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57734,-28.890415,0.020853795
175413,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57735,-28.924582,0.025087913
175414,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57760,-28.726969,0.023399837
175415,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57788,-29.12915,0.0435382
175416,apo25m.5226.150-08-RV.2M03311699+4517312,9290,57789,-28.959196,0.018995922
175417,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58006,-28.695059,0.019910766
175418,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58032,-28.818998,0.025993437
175419,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58054,-28.816093,0.019379284
175420,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58063,-28.836212,0.0165065
175421,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58068,-28.895079,0.01864384
175422,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58085,-29.088697,0.02111759
175423,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58087,-29.002163,0.019263139
175424,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58114,-28.835281,0.04103105
175425,apo25m.5226.150-08-RV.2M03311699+4517312,9290,58143,-28.786242,0.017380213
175515,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57706,-13.743878,0.009066591
175516,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57732,-13.774703,0.0074468865
175517,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57734,-13.715697,0.008554451
175518,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57735,-13.8319845,0.009949842
175519,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57760,-13.629627,0.009823113
175520,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57788,-13.904441,0.015584112
175521,apo25m.5226.150-08-RV.2M03311891+4644481,9290,57789,-13.799634,0.007356759
175522,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58006,-13.648766,0.00752754
175523,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58032,-13.74715,0.010917837
175524,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58054,-13.709106,0.0074379034
175525,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58063,-13.666899,0.006258819
175526,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58068,-13.683952,0.0071617137
175527,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58085,-13.72854,0.007913175
175528,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58087,-13.658723,0.0072148233
175529,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58114,-13.615942,0.015937196
175530,apo25m.5226.150-08-RV.2M03311891+4644481,9290,58143,-13.626564,0.007277798
175667,apo25m.5226.150-08-RV.2M03312224+4453286,9290,57706,16.580025,0.025600985
175668,apo25m.5226.150-08-RV.2M03312224+4453286,9290,57732,16.623661,0.018450247
175669,apo25m.5226.150-08-RV.2M03312224+4453286,9290,57734,16.643753,0.021460805
